Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Total Ascent,Total Descent,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Avg Ground Contact Time,Training Stress Score®,Avg Power,Max Power,Grit,Flow,Avg. Swolf,Avg Stroke Rate,Total Reps,Dive Time,Min Temp,Surface Interval,Decompression,Best Lap Time,Number of Laps,Max Temp,Moving Time,Elapsed Time,Min Elevation,Max Elevation
Running,2019-04-17 22:21:46,false,"Fartlek Run","6.71","463","00:40:03","145","166","3.0","164","193","5:58","4:10","50","49","1.01","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","20.0","0:00","No","00:02.100","33","28.0","00:39:00","00:40:03","40","55"
Running,2019-04-15 23:00:38,false,"Running","7.01","505","00:41:00","147","162","3.1","159","163","5:51","5:13","49","50","1.07","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","18.0","0:00","No","00:02.82","8","29.0","00:40:38","00:41:00","31","59"
Running,2019-04-12 08:46:51,false,"Running","16.11","1,022","01:30:32","145","160","3.4","165","169","5:37","4:43","41","39","1.08","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","20.0","0:00","No","00:33.65","17","28.0","01:29:57","01:30:32","-6","8"
Running,2019-04-10 22:11:15,false,"Tempo Run","8.71","591","00:50:54","144","184","3.1","164","178","5:51","4:34","60","58","1.04","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","19.0","0:00","No","00:01.46","11","26.0","00:50:30","00:50:54","46","57"
Running,2019-04-08 23:21:02,false,"Running","15.01","1,138","01:34:06","156","179","3.8","155","160","6:16","4:41","110","106","1.03","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","19.0","0:00","No","00:02.71","16","29.0","01:33:31","01:34:06","29","61"
Running,2019-04-05 16:38:25,false,"Fartlek Run","6.82","428","00:40:02","140","158","2.7","164","190","5:52","3:29","44","50","1.03","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","22.0","0:00","No","00:02.18","33","27.0","00:38:48","00:40:02","43","56"
Running,2019-04-04 10:27:51,false,"Running","12.76","893","01:10:04","152","181","4.4","166","184","5:29","4:13","30","31","1.10","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","21.0","0:00","No","03:35.56","13","29.0","01:09:43","01:10:04","-4","7"
Running,2019-04-01 22:33:08,false,"Running","14.02","1,122","01:23:24","163","184","5.0","159","165","5:57","4:38","150","142","1.06","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","16.0","0:00","No","00:04.64","15","23.0","01:22:46","01:23:24","34","69"
Running,2019-03-29 07:58:31,false,"Running","16.11","1,076","01:30:27","148","179","3.5","163","167","5:37","4:23","37","49","1.09","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","19.0","0:00","No","00:30.66","17","24.0","01:29:46","01:30:27","-14","4"
Running,2019-03-27 22:25:02,false,"Fartlek Run","8.35","559","00:50:03","141","161","3.1","163","186","6:00","4:31","61","60","1.02","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","17.0","0:00","No","00:03.14","17","25.0","00:49:38","00:50:03","47","61"
Running,2019-03-25 22:16:04,false,"Running","6.01","478","00:37:41","156","177","3.4","157","161","6:16","4:47","49","46","1.01","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","14.0","0:00","No","00:02.89","7","26.0","00:37:32","00:37:41","34","67"
Running,2019-03-22 10:06:46,false,"Running","13.01","954","01:11:45","160","185","5.0","162","176","5:31","4:04","48","43","1.12","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","21.0","0:00","No","00:02.21","14","26.0","01:11:20","01:11:45","-4","9"
Running,2019-03-20 00:11:01,false,"Tempo Run","7.80","582","00:45:08","157","174","3.8","166","184","5:47","4:27","58","54","1.04","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","18.0","0:00","No","03:15.68","9","29.0","00:44:40","00:45:08","49","63"
Running,2019-03-18 08:19:11,false,"Running","10.01","714","00:58:39","150","177","3.9","160","165","5:51","4:02","93","93","1.07","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","19.0","0:00","No","00:03.17","11","25.0","00:58:22","00:58:39","37","71"
Running,2019-03-15 10:36:58,false,"Running","13.06","961","01:15:45","156","179","4.2","162","167","5:48","4:59","46","39","1.07","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","22.0","0:00","No","00:20.25","14","29.0","01:15:23","01:15:45","-2","10"
Running,2019-03-13 22:29:04,false,"Fartlek Run","6.87","513","00:40:03","156","176","3.7","164","188","5:50","3:42","53","53","1.04","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","18.0","0:00","No","00:02.64","17","27.0","00:39:31","00:40:03","47","56"
Running,2019-03-12 07:18:12,false,"Running","8.01","591","00:46:29","155","174","3.8","159","165","5:48","4:36","82","81","1.08","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","17.0","0:00","No","00:02.59","9","24.0","00:46:04","00:46:29","35","70"
Running,2019-03-08 15:23:57,false,"Running","10.01","745","00:55:03","162","174","4.4","160","164","5:30","3:33","49","48","1.14","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","28.0","0:00","No","00:02.56","11","31.0","00:54:42","00:55:03","24","40"
Running,2019-03-06 18:11:28,false,"Fartlek Run","6.55","487","00:40:02","152","169","3.4","161","192","6:07","3:40","51","51","1.01","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","18.0","0:00","No","00:02.44","25","25.0","00:39:05","00:40:02","46","58"
Running,2019-03-04 16:44:38,false,"Running","7.01","445","00:37:11","147","158","3.2","164","171","5:18","4:40","51","56","1.15","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","19.0","0:00","No","00:04.16","8","25.0","00:36:57","00:37:11","31","62"
Running,2019-03-01 09:58:18,false,"Running","14.01","1,082","01:28:43","153","171","4.2","159","163","6:20","5:05","44","42","0.99","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","18.0","0:00","No","00:02.10","15","28.0","01:28:17","01:28:43","-2","8"
Running,2019-02-26 22:34:02,false,"Running","5.53","383","00:31:52","144","163","3.1","157","165","5:46","4:52","44","43","1.10","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","16.0","0:00","No","05:38.69","6","27.0","00:31:37","00:31:52","33","64"
Running,2019-02-25 08:30:29,false,"Running","5.51","347","00:32:03","134","152","2.6","161","167","5:49","4:55","41","42","1.06","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","22.0","0:00","No","05:44.57","6","25.0","00:31:53","00:32:03","34","65"
Running,2019-02-22 06:36:54,false,"Running","21.40","1,356","01:56:52","153","175","3.9","167","174","5:28","4:28","106","108","1.10","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","13.0","0:00","No","04:52.17","22","19.0","01:56:01","01:56:52","2","26"
Running,2019-02-19 22:30:10,false,"Running","6.52","437","00:40:02","142","157","2.9","160","194","6:08","3:36","45","44","1.01","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","16.0","0:00","No","00:59.85","19","25.0","00:39:22","00:40:02","44","56"
Running,2019-02-17 22:26:01,false,"Running","5.07","347","00:30:38","141","161","2.9","157","161","6:02","5:07","37","35","1.05","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","14.0","0:00","No","05:44.25","6","25.0","00:30:27","00:30:38","33","65"
Running,2019-02-15 13:57:37,false,"Running","15.51","1,156","01:30:44","158","178","4.7","159","165","5:51","3:49","131","128","1.08","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","17.0","0:00","No","05:07.16","16","26.0","01:30:09","01:30:44","12","41"
Running,2019-02-12 22:23:37,false,"Running","12.58","784","01:14:19","146","165","2.9","168","185","5:54","4:33","90","82","1.00","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","14.0","0:00","No","01:07.49","18","25.0","01:13:42","01:14:19","45","58"
Running,2019-02-11 15:47:37,false,"Running","6.01","452","00:36:01","155","176","3.4","159","163","6:00","4:29","44","45","1.05","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","19.0","0:00","No","05:46.19","7","25.0","00:35:49","00:36:02","33","63"
Running,2019-02-08 09:57:39,false,"Running","19.51","1,048","01:50:39","147","180","3.5","165","250","5:40","4:50","59","55","1.07","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","20.0","0:00","No","05:24.34","20","31.0","01:49:47","01:50:39","4","15"
Running,2019-02-07 08:59:16,false,"Running","6.69","470","00:40:03","151","175","3.4","163","188","5:59","3:53","46","45","1.02","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","19.0","0:00","No","01:00.00","25","26.0","00:39:08","00:40:03","42","56"
Running,2019-02-05 07:38:22,false,"Running","12.50","942","01:20:22","152","172","3.4","160","164","6:26","4:54","124","124","0.97","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","21.0","0:00","No","06:07.49","13","25.0","01:19:57","01:20:22","33","66"
Running,2019-02-01 09:25:33,false,"Running","19.23","1,109","01:50:12","143","158","3.1","166","174","5:44","4:49","52","48","1.05","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","21.0","0:00","No","05:24.79","20","27.0","01:49:17","01:50:12","-4","8"
Running,2019-01-31 09:51:04,false,"Running","8.89","572","00:52:21","145","164","3.2","169","182","5:53","4:26","63","64","1.00","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","20.0","0:00","No","01:06.96","13","26.0","00:51:56","00:52:21","46","59"
Running,2019-01-29 09:48:48,false,"Running","9.31","619","00:57:19","141","159","3.3","162","165","6:09","4:25","80","79","1.00","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","20.0","0:00","No","00:00.00","10","25.0","00:57:00","00:57:19","33","67"
Running,2019-01-26 22:45:09,false,"Running","6.14","469","00:40:03","157","187","3.6","160","184","6:31","3:49","42","41","0.95","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","18.0","0:00","No","00:00.00","25","27.0","00:39:11","00:40:03","47","57"
Running,2019-01-25 09:49:06,false,"Running","19.01","1,485","02:07:15","161","181","4.4","159","163","6:42","5:06","63","48","0.94","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","19.0","0:00","No","00:00.00","20","29.0","02:06:43","02:07:15","-3","14"
Running,2019-01-22 22:40:55,false,"Running","14.36","1,145","01:31:56","165","186","5.0","161","165","6:24","4:33","120","117","0.97","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","11.0","0:00","No","00:00.00","15","27.0","01:31:14","01:31:56","37","69"
Running,2019-01-18 13:51:08,false,"Running","15.22","1,129","01:45:01","151","172","3.3","156","162","6:54","5:04","109","111","0.93","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","18.0","0:00","No","00:00.00","16","25.0","01:44:17","01:51:25","32","65"
Running,2019-01-17 09:38:00,false,"Running","10.18","741","01:00:01","160","188","4.8","166","186","5:54","4:35","82","85","1.02","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","18.0","0:00","No","00:00.00","15","24.0","00:59:18","01:00:01","45","58"
Running,2019-01-15 19:55:32,false,"Running","9.47","754","01:10:01","155","171","3.1","156","160","7:24","5:45","67","68","0.87","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","14.0","0:00","No","00:00.00","10","26.0","01:10:01","01:10:01","87","98"
Running,2019-01-11 10:43:38,false,"Running","14.11","1,124","01:36:30","156","183","4.6","159","176","6:50","5:05","114","104","0.91","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","19.0","0:00","No","00:00.00","15","26.0","01:36:29","01:36:30","33","70"
Running,2019-01-10 10:33:50,false,"Running","8.77","627","00:51:02","158","171","4.0","168","190","5:49","4:19","64","57","1.02","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","20.0","0:00","No","00:00.00","17","24.0","00:51:02","00:51:02","47","60"
Running,2019-01-07 22:18:54,false,"Running","4.52","338","00:37:06","131","164","2.1","154","158","8:13","6:31","38","35","0.79","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","17.0","0:00","No","00:00.00","5","24.0","00:37:06","00:37:06","48","55"
Running,2019-01-04 08:24:15,false,"Running","15.14","1,180","01:40:31","158","176","4.1","160","164","6:38","4:50","105","106","0.94","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","18.0","0:00","No","00:00.00","16","24.0","01:40:31","01:40:31","29","60"
Running,2019-01-02 22:12:35,false,"Running","8.00","610","00:55:01","147","171","3.4","157","176","6:52","5:09","84","85","0.92","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","14.0","0:00","No","00:00.00","9","26.0","00:55:01","00:55:01","34","67"
Running,2018-12-31 23:22:37,false,"Running","8.00","602","00:55:55","144","169","3.2","155","159","6:59","5:01","91","82","0.93","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","13.0","0:00","No","00:00.00","9","26.0","00:55:54","00:55:55","37","70"
Running,2018-12-28 12:09:49,false,"Running","17.28","1,288","01:50:07","157","180","4.3","158","163","6:22","5:21","65","67","0.99","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","18.0","0:00","No","00:00.00","18","25.0","01:50:06","01:52:16","-8","8"
Running,2018-12-26 23:44:51,false,"Running","2.37","166","00:15:03","142","157","2.3","159","184","6:21","4:13","20","18","0.99","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","19.0","0:00","No","00:00.00","3","26.0","00:15:03","00:15:03","47","54"
Running,2018-12-24 22:31:17,false,"Running","10.50","812","01:24:57","147","164","2.6","150","157","8:05","5:29","76","71","0.83","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","18.0","0:00","No","00:00.00","11","27.0","01:24:56","01:24:57","33","64"
Running,2018-12-22 21:18:42,false,"Running","4.74","321","00:30:21","142","161","2.7","161","186","6:24","4:44","35","39","0.96","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","17.0","0:00","No","00:00.00","13","27.0","00:30:21","00:30:21","45","56"
Running,2018-12-20 19:54:33,false,"Running","3.32","252","00:20:53","150","166","3.0","164","182","6:18","4:16","21","24","0.96","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","18.0","0:00","No","00:00.00","5","27.0","00:20:51","00:20:53","49","58"
Running,2018-12-17 19:04:07,false,"Running","6.01","404","00:34:25","147","160","3.3","160","165","5:44","4:43","44","44","1.09","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","20.0","0:00","No","00:00.00","7","28.0","00:34:19","00:34:25","37","67"
Running,2018-12-14 13:59:29,false,"Running","15.02","1,078","01:28:35","158","180","4.8","159","164","5:54","4:25","67","66","1.07","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","26.0","0:00","No","00:00.00","16","31.0","01:28:36","01:28:35","4","21"
Running,2018-12-12 23:41:41,false,"Running","2.44","178","00:15:05","148","165","2.7","156","182","6:11","4:26","17","15","1.02","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","21.0","0:00","No","00:00.00","3","27.0","00:15:04","00:15:05","87","96"
Running,2018-12-10 22:51:36,false,"Running","6.06","505","00:35:30","0","0","--","159","164","5:51","4:23","43","43","1.07","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","18.0","0:00","No","00:00.00","7","27.0","00:35:30","00:35:30","37","66"
Running,2018-12-07 08:07:17,false,"Running","21.43","1,673","02:17:28","161","179","4.7","158","167","6:25","5:14","92","93","0.99","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","13.0","0:00","No","00:00.00","22","22.0","02:16:46","02:17:28","-148","-77"
Running,2018-12-04 22:33:10,false,"Running","4.39","290","00:28:01","135","152","2.6","159","169","6:23","5:18","32","30","0.98","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","19.0","0:00","No","00:00.00","6","28.0","00:27:56","00:28:01","48","58"
Running,2018-12-02 22:40:49,false,"Running","10.16","786","01:05:52","154","173","4.1","152","157","6:29","5:10","73","66","1.02","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","18.0","0:00","No","00:00.00","11","29.0","01:05:51","01:05:52","35","68"
Running,2018-11-29 19:39:06,false,"Running","5.40","437","00:34:56","155","169","3.5","153","156","6:28","6:02","22","38","1.01","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","21.0","0:00","No","00:00.00","6","26.0","00:34:55","00:34:56","-25","-8"
Running,2018-11-13 23:07:36,false,"Running","9.36","617","00:59:03","143","159","2.9","163","182","6:19","4:45","67","64","0.96","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","20.0","0:00","No","00:00.00","18","29.0","00:59:03","00:59:03","47","62"
Running,2018-11-11 22:52:22,false,"Running","11.35","818","01:07:42","153","172","3.8","166","178","5:58","4:31","83","83","1.01","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","21.0","0:00","No","00:00.00","27","28.0","01:07:42","01:07:42","44","57"
Running,2018-11-08 22:50:29,false,"Running","6.52","474","00:41:21","143","166","3.1","156","160","6:21","5:25","51","45","1.01","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","20.0","0:00","No","00:00.00","7","29.0","00:41:21","00:41:21","30","62"
Running,2018-11-07 00:21:55,false,"Running","11.01","661","01:10:31","137","160","2.5","162","196","6:24","4:08","86","87","0.95","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","21.0","0:00","No","00:00.00","33","29.0","01:10:30","01:10:31","45","57"
Running,2018-11-04 20:33:29,false,"Running","5.01","360","00:32:34","142","160","2.9","153","157","6:30","4:47","35","34","1.00","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","21.0","0:00","No","00:00.00","6","27.0","00:32:34","00:32:34","36","66"
Running,2018-11-01 22:48:10,false,"Running","22.57","1,597","02:08:09","159","183","5.0","161","170","5:41","4:21","167","162","1.10","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","20.0","0:00","No","00:00.00","23","29.0","02:08:09","02:08:09","37","68"
Running,2018-10-30 22:07:25,false,"Running","11.48","745","01:05:08","150","165","3.8","170","186","5:40","4:05","83","83","1.03","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","22.0","0:00","No","00:00.00","27","28.0","01:05:04","01:05:08","35","65"
Running,2018-10-28 23:09:55,false,"Running","9.42","652","01:01:06","148","163","3.2","159","182","6:29","4:44","71","69","0.96","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","21.0","0:00","No","00:00.00","25","27.0","01:01:06","01:01:06","44","60"
Running,2018-10-26 07:28:36,false,"Running","16.11","1,232","02:09:15","146","172","3.3","154","160","8:01","6:13","73","88","0.81","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","22.0","0:00","No","00:00.00","17","26.0","02:09:12","02:09:15","-20","5"
Running,2018-10-23 22:31:52,false,"Running","11.61","823","01:10:20","154","174","4.5","167","185","6:03","5:03","83","83","0.98","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","27.0","0:00","No","00:00.00","27","30.0","01:10:19","01:10:20","44","59"
Running,2018-10-21 22:39:14,false,"Running","9.02","624","00:57:38","146","171","3.6","165","187","6:23","4:38","59","60","0.94","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","25.0","0:00","No","00:00.00","15","31.0","00:57:38","00:57:38","41","59"
Running,2018-10-19 07:16:38,false,"Running","21.46","1,494","02:46:55","137","148","3.2","154","160","7:47","5:44","49","58","0.84","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","24.0","0:00","No","00:00.00","22","31.0","02:46:54","02:46:55","-2","11"
Running,2018-10-16 22:14:10,false,"Running","11.58","734","01:09:10","148","168","3.4","169","186","5:59","4:33","84","86","0.99","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","25.0","0:00","No","00:00.00","27","30.0","01:09:10","01:09:10","45","59"
Running,2018-10-14 00:31:10,false,"Running","2.45","166","00:15:18","143","161","2.4","158","187","6:15","4:20","16","14","1.01","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","25.0","0:00","No","00:00.00","3","29.0","00:15:17","00:15:18","48","55"
Running,2018-10-12 07:11:15,false,"Running","15.70","1,100","01:58:01","136","147","3.0","156","162","7:31","5:21","33","40","0.85","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","22.0","0:00","No","00:00.00","16","28.0","01:58:01","01:58:01","1","12"
Running,2018-10-11 00:21:12,false,"Running","10.77","674","01:04:48","142","161","3.2","168","187","6:01","4:23","76","76","0.98","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","25.0","0:00","No","00:00.00","25","30.0","01:04:43","01:07:12","81","96"
Running,2018-10-07 22:43:08,false,"Running","10.52","716","01:16:53","136","162","2.4","151","156","7:18","5:15","51","48","0.91","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","26.0","0:00","No","00:00.00","11","30.0","01:16:53","01:16:53","46","55"
Running,2018-10-05 08:44:58,false,"Running","19.83","1,464","02:28:53","147","164","3.2","154","160","7:30","5:38","52","53","0.86","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","26.0","0:00","No","00:00.00","20","32.0","02:28:52","02:28:53","-2","12"
Running,2018-10-02 22:59:49,false,"Running","9.00","626","00:57:32","146","167","3.1","161","177","6:24","4:33","64","61","0.97","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","28.0","0:00","No","00:00.00","17","30.0","00:57:33","00:57:32","41","56"
Running,2018-09-26 23:48:33,false,"Running","11.46","779","01:11:25","147","164","3.4","165","183","6:14","3:53","77","79","0.97","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","26.0","0:00","No","00:00.00","23","31.0","01:11:24","01:11:25","47","59"
Running,2018-09-24 20:14:40,false,"Running","6.52","478","00:47:04","143","155","2.5","154","158","7:13","4:54","45","47","0.90","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","28.0","0:00","No","00:00.00","7","29.0","00:47:03","00:47:04","34","62"
Running,2018-09-22 23:35:11,false,"Running","5.95","382","00:43:18","133","151","2.1","153","189","7:17","4:06","42","40","0.89","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","27.0","0:00","No","00:00.00","15","31.0","00:43:18","00:43:18","88","98"
Running,2018-09-21 07:11:25,false,"Running","17.65","1,261","02:06:41","143","158","3.1","155","158","7:11","5:12","29","35","0.90","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","24.0","0:00","No","00:00.00","18","30.0","02:06:40","02:06:41","-1","11"
Running,2018-09-17 22:38:49,false,"Running","2.33","159","00:15:04","138","151","2.1","157","181","6:28","4:33","16","14","0.98","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","27.0","0:00","No","00:00.00","3","30.0","00:15:03","00:15:06","71","78"
Treadmill Running,2018-09-17 11:24:32,false,"Treadmill Running","4.26","328","00:27:56","147","175","3.2","145","176","6:34","4:53","--","--","1.05","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","21.0","0:00","No","00:00.00","5","27.0","00:24:46","00:27:56","--","--"
Running,2018-09-15 22:37:11,false,"Running","2.42","168","00:15:06","139","156","2.3","158","185","6:15","4:39","15","14","1.01","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","26.0","0:00","No","00:00.00","3","30.0","00:14:56","00:15:06","70","79"
Running,2018-09-14 07:08:41,false,"Running","16.75","1,285","01:42:30","160","182","4.7","161","166","6:07","5:11","40","46","1.01","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","25.0","0:00","No","00:00.00","17","31.0","01:42:30","01:42:30","--","11"
Running,2018-09-11 22:50:29,false,"Running","10.29","756","01:01:32","152","164","3.8","156","160","5:59","3:53","71","69","1.07","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","27.0","0:00","No","00:00.00","11","30.0","01:01:21","01:01:32","34","66"
Running,2018-09-08 21:59:24,false,"Running","11.06","866","01:13:58","151","170","3.7","164","187","6:41","4:41","80","79","0.90","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","27.0","0:00","No","00:00.00","21","30.0","01:13:53","01:13:58","46","60"
Running,2018-09-07 07:07:19,false,"Running","16.09","1,299","01:35:35","166","182","5.0","162","172","5:56","5:05","30","36","1.04","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","26.0","0:00","No","00:00.00","17","30.0","01:35:36","01:35:35","-0","11"
Running,2018-09-04 22:38:26,false,"Running","7.50","525","00:43:44","149","171","3.3","157","168","5:50","4:33","56","56","1.09","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","28.0","0:00","No","00:00.00","8","31.0","00:43:42","00:43:44","29","58"
Running,2018-09-01 20:49:40,false,"Running","2.57","183","00:15:22","147","162","2.4","160","189","5:59","4:15","16","21","1.04","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","27.0","0:00","No","00:00.00","3","29.0","00:15:20","00:15:22","69","78"
Running,2018-08-30 21:36:20,false,"Running","5.73","384","00:34:14","145","162","3.0","161","187","5:59","4:04","21","23","1.03","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","26.0","0:00","No","00:00.00","13","29.0","00:34:11","00:34:14","-9","3"
Running,2018-08-30 00:08:46,false,"Running","2.01","116","00:10:53","133","150","1.9","170","177","5:25","5:02","12","13","1.09","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","27.0","0:00","No","00:00.00","3","30.0","00:10:52","00:10:53","68","78"
Running,2018-08-25 20:43:57,false,"Running","6.19","476","00:39:17","149","167","3.4","155","166","6:21","5:14","54","56","1.02","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","24.0","0:00","No","00:00.00","7","27.0","00:39:17","00:39:17","662","720"
Running,2018-08-23 23:59:00,false,"Running","14.55","1,085","01:26:30","157","171","4.3","157","166","5:57","3:59","113","111","1.07","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","28.0","0:00","No","00:00.00","15","31.0","01:26:29","01:26:30","29","61"
Running,2018-08-21 23:03:35,false,"Running","2.42","164","00:15:26","136","148","2.1","157","187","6:23","4:20","15","14","1.00","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","28.0","0:00","No","00:00.00","3","31.0","00:15:26","00:15:26","50","57"
Running,2018-08-20 02:00:19,false,"Running","5.68","387","00:31:14","151","162","3.2","164","173","5:30","4:21","39","38","1.11","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","25.0","0:00","No","00:00.00","6","28.0","00:31:14","00:31:14","38","68"
Running,2018-08-16 22:00:47,false,"Running","12.55","936","01:13:38","156","170","4.3","161","173","5:52","5:02","25","31","1.06","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","28.0","0:00","No","00:00.00","13","31.0","01:13:39","01:13:38","1","11"
