Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Total Ascent,Total Descent,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Avg Ground Contact Time,Training Stress Score®,Avg Power,Max Power,Grit,Flow,Avg. Swolf,Avg Stroke Rate,Total Reps,Dive Time,Min Temp,Surface Interval,Decompression,Best Lap Time,Number of Laps,Max Temp,Moving Time,Elapsed Time,Min Elevation,Max Elevation
Running,2022-01-09 23:51:48,false,"Running","5.02","346","00:29:31","140","156","2.9","157","164","5:53","5:12","31","33","1.08","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","17.0","0:00","No","00:03.04","6","26.0","00:29:29","00:29:31","40","66"
Running,2022-01-07 14:05:22,false,"Running","16.01","1,216","01:32:50","157","168","4.6","162","170","5:48","4:44","107","107","1.06","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","25.0","0:00","No","00:03.65","17","28.0","01:32:46","01:32:50","32","69"
Running,2022-01-05 23:30:26,false,"Miles Repeats","12.88","868","01:17:26","144","167","3.3","163","192","6:01","4:48","70","78","1.02","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","15.0","0:00","No","00:02.75","17","27.0","01:17:19","01:17:26","37","66"
Running,2022-01-04 09:20:47,false,"Running","5.01","381","00:28:56","156","170","3.5","165","170","5:46","4:43","37","36","1.05","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","20.0","0:00","No","00:03.15","6","25.0","00:28:54","00:28:56","40","67"
Running,2021-12-31 13:57:17,false,"Running","21.02","1,488","01:56:40","158","186","4.5","160","174","5:33","4:41","127","130","1.13","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","23.0","0:00","No","00:05.25","22","26.0","01:56:26","01:56:40","30","64"
Running,2021-12-30 09:14:44,false,"Tempo Run","11.27","820","01:03:33","154","170","4.2","168","180","5:38","4:44","66","64","1.05","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","20.0","0:00","No","00:02.36","14","26.0","01:03:28","01:03:33","43","71"
Running,2021-12-27 07:28:36,false,"Running","5.01","358","00:28:13","150","166","3.2","169","180","5:38","4:23","32","34","1.05","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","16.0","0:00","No","00:03.59","6","24.0","00:28:10","00:28:13","34","60"
Running,2021-12-24 07:26:28,false,"Running","18.01","1,393","01:48:07","157","175","4.9","162","178","6:00","4:49","112","125","1.03","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","15.0","0:00","No","00:02.97","19","25.0","01:47:59","01:48:07","35","66"
Running,2021-12-22 23:06:33,false,"Running","5.20","370","00:31:59","139","151","2.9","154","159","6:09","4:54","33","35","1.06","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","17.0","0:00","No","01:16.34","6","27.0","00:31:43","00:31:59","36","62"
Running,2021-12-21 19:14:08,false,"Tempo Run","9.68","698","00:55:47","151","172","3.9","167","178","5:46","4:59","66","84","1.04","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","14.0","0:00","No","00:07.03","12","28.0","00:55:44","00:55:47","31","69"
Running,2021-12-17 07:20:03,false,"Running","16.52","1,169","01:38:24","149","166","3.7","161","218","5:58","4:56","107","118","1.04","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","14.0","0:00","No","02:58.44","17","26.0","01:38:19","01:38:24","32","62"
Running,2021-12-16 07:27:57,false,"Miles Repeats","10.47","748","01:02:46","150","172","3.6","166","212","6:00","4:52","63","70","1.00","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","17.0","0:00","No","00:04.68","14","24.0","01:02:39","01:02:46","35","61"
Running,2021-12-13 20:25:18,false,"Easy Run","6.44","484","00:38:31","150","169","3.6","157","166","5:59","5:07","41","41","1.06","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","21.0","0:00","No","00:02.75","8","29.0","00:38:28","00:38:31","36","63"
Running,2021-12-11 19:18:07,false,"Easy Run","8.05","606","00:50:41","146","170","3.5","162","184","6:18","5:34","49","52","0.98","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","18.0","0:00","No","00:00.96","10","29.0","00:50:39","00:50:41","36","64"
Running,2021-12-10 14:37:08,false,"Tempo Run","11.28","859","01:06:09","156","173","4.5","170","198","5:52","5:06","65","64","1.00","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","26.0","0:00","No","00:03.26","14","29.0","01:06:05","01:06:09","34","67"
Running,2021-12-06 07:10:32,false,"Easy Run","8.06","598","00:49:41","146","169","3.6","164","172","6:10","5:23","49","52","0.99","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","18.0","0:00","No","00:03.85","10","26.0","00:49:39","00:49:41","36","69"
Running,2021-12-03 07:43:02,false,"Running","18.01","1,344","01:50:15","156","178","4.9","159","174","6:07","4:46","51","57","1.03","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","19.0","0:00","No","00:02.28","19","27.0","01:50:11","01:50:15","-20","-4"
Running,2021-12-02 07:24:11,false,"Tempo Run","9.66","715","00:56:34","152","166","4.0","169","200","5:51","4:59","55","65","1.01","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","21.0","0:00","No","00:02.61","12","26.0","00:56:30","00:56:34","36","63"
Running,2021-11-26 07:24:41,false,"Running","15.01","1,063","01:27:16","151","171","3.9","161","172","5:49","4:31","25","31","1.07","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","19.0","0:00","No","00:02.40","16","27.0","01:27:12","01:27:16","-4","11"
Running,2021-11-24 22:29:31,false,"Tempo Run","8.05","572","00:46:07","149","166","3.6","165","202","5:44","4:33","51","49","1.06","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","20.0","0:00","No","00:01.41","10","29.0","00:46:03","00:46:07","43","73"
Running,2021-11-23 21:45:23,false,"Easy Run","8.06","607","00:50:37","145","161","3.4","154","174","6:17","5:02","47","47","1.03","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","19.0","0:00","No","00:03.15","10","29.0","00:50:34","00:50:37","42","74"
Running,2021-11-19 07:36:35,false,"Running","20.01","1,512","01:55:33","158","178","4.9","161","170","5:47","4:44","47","52","1.08","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","22.0","0:00","No","00:03.25","21","27.0","01:55:28","01:55:33","--","12"
Running,2021-11-15 23:27:46,false,"Tempo Run","8.05","588","00:47:45","146","163","3.6","165","182","5:56","4:50","43","45","1.02","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","21.0","0:00","No","00:01.44","10","29.0","00:47:42","00:47:45","46","63"
Running,2021-11-12 07:40:18,false,"Running","20.01","1,371","01:57:26","150","172","3.8","160","176","5:52","4:59","54","55","1.07","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","20.0","0:00","No","00:01.51","21","30.0","01:57:21","01:57:26","-0","11"
Running,2021-11-08 22:51:03,false,"Easy Run","6.47","464","00:38:35","143","156","3.2","158","178","5:58","4:49","39","42","1.06","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","24.0","0:00","No","00:10.22","8","30.0","00:38:30","00:38:35","36","63"
Running,2021-11-05 07:30:50,false,"Running","12.53","964","01:10:37","163","182","5.0","164","172","5:38","4:50","25","25","1.08","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","21.0","0:00","No","02:49.74","13","26.0","01:10:34","01:10:37","2","12"
Running,2021-11-02 23:36:14,false,"Running","5.01","396","00:30:43","157","178","3.5","156","160","6:08","4:40","33","35","1.05","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","22.0","0:00","No","00:03.77","6","30.0","00:30:34","00:30:43","44","69"
Running,2021-11-01 00:57:40,false,"Running","5.02","359","00:29:18","146","164","3.2","156","176","5:50","4:53","32","29","1.10","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","26.0","0:00","No","00:06.49","6","31.0","00:29:16","00:29:18","45","74"
Running,2021-10-29 07:21:12,false,"Half Marathon Ra","21.10","1,482","02:00:21","156","174","4.6","166","180","5:42","4:59","42","50","1.06","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","21.0","0:00","No","00:32.21","22","28.0","02:00:15","02:00:21","-0","12"
Running,2021-10-26 23:47:37,false,"Speed Repeats","7.81","475","00:54:24","130","161","2.2","151","194","6:58","4:25","37","43","0.93","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","22.0","0:00","No","01:00.00","30","30.0","00:54:17","00:54:24","45","64"
Running,2021-10-24 23:17:37,false,"Tired Run","6.97","511","00:40:49","155","175","3.9","168","176","5:51","4:50","55","55","1.02","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","24.0","0:00","No","02:00.00","9","30.0","00:40:45","00:40:49","35","63"
Running,2021-10-22 07:38:26,false,"Run","13.48","1,018","01:20:38","158","175","4.9","161","168","5:59","5:14","33","38","1.04","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","23.0","0:00","No","02:00.00","15","27.0","01:20:32","01:20:38","-9","5"
Running,2021-10-21 00:00:10,false,"Easy Run","6.97","528","00:45:14","147","157","3.4","152","162","6:29","4:15","51","53","1.01","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","24.0","0:00","No","02:00.00","9","30.0","00:45:09","00:45:14","34","58"
Running,2021-10-18 18:56:19,false,"Tired Run","11.79","891","01:09:30","156","169","4.5","168","178","5:54","4:59","74","78","1.01","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","25.0","0:00","No","01:33.91","14","30.0","01:09:26","01:09:30","34","62"
Running,2021-10-14 22:48:49,false,"Run","16.96","1,218","01:55:48","141","151","3.0","151","174","6:50","5:44","109","94","0.97","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","26.0","0:00","No","02:00.00","18","29.0","01:54:53","01:55:48","31","68"
Running,2021-10-14 02:24:47,false,"Easy Run","6.99","547","00:43:23","151","183","3.6","152","168","6:13","4:38","45","43","1.06","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","24.0","0:00","No","02:00.00","9","29.0","00:43:21","00:43:23","41","71"
Running,2021-10-11 22:46:21,false,"Tired Run","8.60","621","00:50:02","150","163","3.6","168","194","5:49","4:14","51","50","1.02","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","24.0","0:00","No","00:15.73","11","30.0","00:49:59","00:50:02","37","64"
Running,2021-10-08 07:18:24,false,"Run","16.71","1,258","01:42:19","153","169","4.4","159","166","6:07","4:51","32","40","1.03","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","21.0","0:00","No","00:29.24","19","28.0","01:42:14","01:42:19","-2","12"
Running,2021-10-07 01:09:09,false,"Time Trial","7.29","556","00:47:34","149","168","3.3","157","194","6:32","4:12","40","40","0.97","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","24.0","0:00","No","00:15.99","15","30.0","00:46:56","00:47:34","43","56"
Running,2021-10-04 00:06:51,false,"Tired Run","10.98","759","01:05:21","144","164","3.6","167","176","5:57","4:38","70","69","1.01","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","25.0","0:00","No","02:00.00","13","29.0","01:05:16","01:05:21","40","68"
Running,2021-09-30 22:49:09,false,"Run","21.48","1,629","02:20:05","151","178","4.0","153","160","6:31","5:42","133","131","1.01","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","25.0","0:00","No","02:00.00","23","29.0","02:20:00","02:20:05","33","64"
Running,2021-09-28 20:30:03,false,"Speed Repeats","10.06","683","01:03:02","143","160","3.0","161","196","6:16","4:31","49","56","0.99","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","26.0","0:00","No","03:00.00","18","30.0","01:02:59","01:03:02","41","70"
Running,2021-09-26 08:59:47,false,"Tired Run","8.63","598","00:50:22","148","164","3.6","170","178","5:50","4:58","55","54","1.01","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","28.0","0:00","No","00:12.48","11","31.0","00:50:17","00:50:22","36","65"
Running,2021-09-24 09:34:07,false,"Run","16.67","1,236","01:44:46","149","160","3.7","159","176","6:17","4:59","53","59","1.00","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","28.0","0:00","No","00:31.78","19","33.0","01:44:42","01:44:46","-14","7"
Running,2021-09-22 21:20:07,false,"Easy Run","6.95","529","00:45:20","144","173","3.5","153","160","6:31","5:29","42","41","1.00","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","27.0","0:00","No","02:00.00","9","29.0","00:45:14","00:45:20","42","69"
Running,2021-09-21 20:18:35,false,"Speed Repeats","9.15","670","00:56:51","152","172","3.5","160","188","6:13","4:46","48","50","1.00","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","28.0","0:00","No","03:00.00","16","30.0","00:56:48","00:56:51","36","63"
Running,2021-09-20 00:55:30,false,"Tired Run","10.17","721","00:59:06","152","164","4.1","166","176","5:49","4:29","68","65","1.03","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","25.0","0:00","No","02:00.00","12","30.0","00:59:02","00:59:06","41","68"
Running,2021-09-17 07:11:05,false,"Run","19.90","1,464","02:09:57","148","164","3.5","157","168","6:32","5:39","47","52","0.98","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","24.0","0:00","No","01:48.81","22","32.0","02:09:53","02:09:57","-4","11"
Running,2021-09-15 00:08:53,false,"Time Trial","5.84","435","00:37:56","146","179","3.3","153","191","6:30","3:58","26","29","1.00","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","25.0","0:00","No","00:30.77","8","30.0","00:37:41","00:37:56","41","64"
Running,2021-09-12 23:53:35,false,"Tired Run","8.55","601","00:50:15","150","163","3.7","166","192","5:52","4:55","54","52","1.02","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","26.0","0:00","No","00:14.55","11","31.0","00:50:13","00:50:15","35","69"
Running,2021-09-10 08:14:16,false,"Run","16.67","1,239","01:46:26","152","170","4.5","156","174","6:23","4:44","31","40","1.01","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","27.0","0:00","No","00:35.43","19","34.0","01:46:20","01:46:26","-2","11"
Running,2021-09-08 23:27:06,false,"Easy Run","7.83","460","00:48:43","124","144","2.4","153","160","6:13","4:39","46","48","1.05","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","27.0","0:00","No","01:26.44","10","29.0","00:48:40","00:48:43","29","63"
Running,2021-09-06 01:31:11,false,"Tired Run","9.29","682","00:57:52","148","163","3.9","165","192","6:14","5:03","59","56","0.97","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","26.0","0:00","No","02:00.00","11","29.0","00:57:49","00:57:52","30","64"
Running,2021-09-03 00:50:51,false,"Run","18.05","1,290","02:05:15","144","158","3.3","154","164","6:56","5:23","115","110","0.94","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","27.0","0:00","No","02:00.00","20","30.0","02:05:09","02:05:15","29","62"
Running,2021-09-02 00:54:37,false,"Easy Run","6.82","498","00:44:52","139","161","3.3","150","166","6:35","5:12","44","42","1.01","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","27.0","0:00","No","02:00.00","9","31.0","00:44:49","00:44:52","31","65"
Running,2021-08-31 23:59:09,false,"Speed Repeats","7.72","552","00:49:10","145","163","3.4","161","188","6:22","5:00","38","41","0.97","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","27.0","0:00","No","02:00.00","18","29.0","00:49:07","00:49:10","51","67"
Running,2021-08-26 19:30:37,false,"Long Easy Run","23.51","1,887","02:52:59","157","172","3.7","151","162","7:21","5:26","45","64","0.90","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","28.0","0:00","No","05:00.00","24","32.0","00:00:00","03:29:16","-10","11"
Running,2021-08-25 00:05:55,false,"Hill Repeats","4.37","333","00:32:46","140","172","3.0","148","186","7:30","4:32","23","25","0.90","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","28.0","0:00","No","00:12.32","48","29.0","00:31:50","00:32:46","46","54"
Running,2021-08-22 22:17:42,false,"Goal Pace Repeat","8.93","587","01:02:05","135","161","3.0","146","196","6:57","4:19","45","40","0.97","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","28.0","0:00","No","00:25.97","29","30.0","01:01:50","01:02:05","46","64"
Running,2021-08-20 01:26:09,false,"Speed Repeats","13.37","836","01:30:44","136","173","2.8","152","190","6:47","4:38","68","68","0.95","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","25.0","0:00","No","00:00.93","38","28.0","01:30:23","01:30:47","51","70"
Running,2021-08-18 18:24:38,false,"Magic Mile","4.24","309","00:25:16","155","172","3.4","162","184","5:57","4:35","13","13","1.04","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","31.0","0:00","No","00:20.64","18","36.0","00:25:12","00:25:16","-391","-382"
Running,2021-08-17 21:02:52,false,"Goal Pace Repeat","9.01","632","01:02:29","141","170","3.2","148","184","6:56","4:40","50","77","0.96","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","28.0","0:00","No","00:01.23","30","31.0","01:02:01","01:02:30","25","64"
Running,2021-08-13 00:42:35,false,"Long Easy Run","22.20","1,742","02:30:25","154","179","4.3","152","166","6:47","5:10","145","145","0.97","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","29.0","0:00","No","00:01.25","24","32.0","02:30:17","02:30:29","31","65"
Running,2021-08-12 00:39:05,false,"Hill Repeats","4.14","302","00:29:40","140","170","3.0","145","188","7:10","4:31","17","19","0.96","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","29.0","0:00","No","00:01.57","41","31.0","00:28:45","00:29:43","46","58"
Running,2021-08-10 02:04:55,false,"Goal Pace Repeat","9.12","607","01:03:07","135","164","3.0","146","182","6:55","4:19","55","57","0.97","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","28.0","0:00","No","00:00.99","30","30.0","01:02:34","01:03:11","45","58"
Running,2021-08-07 23:03:02,false,"Speed Repeats","11.28","798","01:17:35","144","173","3.4","147","184","6:53","4:20","20","24","0.96","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","29.0","0:00","No","00:01.45","34","32.0","01:17:03","01:17:37","12","21"
Running,2021-08-05 01:09:57,false,"Magic Mile","4.12","276","00:26:04","140","172","2.8","156","182","6:20","4:24","17","17","1.00","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","28.0","0:00","No","00:01.60","19","32.0","00:25:59","00:26:08","46","55"
Running,2021-08-03 01:30:54,false,"Goal Pace Repeat","9.16","567","01:02:19","130","154","2.5","147","180","6:48","4:22","56","55","0.98","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","27.0","0:00","No","00:01.48","30","30.0","01:02:02","01:02:23","45","56"
Running,2021-07-30 07:00:02,false,"Long Easy Run","19.11","1,502","02:05:38","155","185","4.6","157","166","6:34","5:33","46","51","0.97","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","27.0","0:00","No","00:01.64","21","33.0","02:05:34","02:05:41","-1","12"
Running,2021-07-29 00:04:00,false,"Hill Repeats","4.04","281","00:29:42","133","152","2.4","146","192","7:21","4:12","28","30","0.93","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","29.0","0:00","No","00:00.60","41","30.0","00:28:17","00:30:04","46","59"
Running,2021-07-26 23:56:41,false,"Goal Pace Repeat","9.15","518","01:02:35","126","156","2.4","148","184","6:50","3:57","54","54","0.98","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","28.0","0:00","No","00:01.47","30","30.0","01:02:07","01:02:43","43","55"
Running,2021-07-23 00:47:50,false,"Speed Repeats","9.01","533","01:01:31","129","161","2.3","150","188","6:50","4:10","54","54","0.96","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","27.0","0:00","No","00:01.45","30","29.0","01:01:12","01:01:36","44","56"
Running,2021-07-22 00:31:39,false,"Magic Mile","4.02","279","00:26:08","139","158","2.9","157","182","6:30","4:29","21","20","0.97","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","27.0","0:00","No","00:01.37","19","30.0","00:25:57","00:26:10","47","56"
Running,2021-07-20 00:03:21,false,"Goal Pace Repeat","7.99","496","00:54:11","131","158","2.6","149","186","6:47","4:25","45","45","0.98","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","28.0","0:00","No","00:01.46","28","30.0","00:53:40","00:54:29","44","55"
Running,2021-07-16 07:13:30,false,"Long Easy Run","15.81","1,236","01:40:07","156","172","4.8","158","174","6:20","3:44","37","40","1.00","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","27.0","0:00","No","00:01.14","18","33.0","01:40:02","01:40:09","1","12"
Running,2021-07-14 23:54:19,false,"Hill Repeats","3.97","262","00:29:29","129","149","2.3","145","188","7:25","4:07","21","21","0.93","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","28.0","0:00","No","00:01.61","41","32.0","00:28:37","00:29:31","45","56"
Running,2021-07-13 00:14:47,false,"Goal Pace Repeat","7.65","499","00:54:04","131","159","2.5","147","184","7:04","4:19","45","43","0.94","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","28.0","0:00","No","00:01.57","28","30.0","00:53:42","00:54:07","40","55"
Running,2021-07-09 07:20:12,false,"Run Walk Run®","10.87","831","01:06:17","155","171","4.5","167","184","6:06","4:24","18","20","0.98","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","26.0","0:00","No","00:01.60","14","34.0","01:06:13","01:06:19","-12","-2"
Running,2021-07-08 00:24:12,false,"Magic Mile","4.04","304","00:26:26","146","174","3.2","158","188","6:33","3:21","15","15","0.97","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","26.0","0:00","No","00:00.89","19","30.0","00:26:07","00:26:27","46","57"
Running,2021-07-06 00:27:43,false,"Goal Pace Repeat","7.79","501","00:55:28","128","156","2.5","146","228","7:07","4:33","41","39","0.97","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","26.0","0:00","No","00:01.65","28","29.0","00:53:26","00:55:29","45","58"
Running,2021-07-02 07:04:01,false,"Long Easy Run","12.71","1,044","01:18:17","160","177","5.0","163","192","6:10","4:44","21","26","1.00","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","27.0","0:00","No","00:01.61","15","33.0","01:18:12","01:18:19","2","11"
Running,2021-07-01 23:00:39,false,"Hill Repeats","3.66","268","00:27:02","133","154","2.4","142","193","7:23","3:46","16","17","0.96","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","28.0","0:00","No","00:07.36","33","30.0","00:25:56","00:27:04","46","54"
Running,2021-06-29 22:45:33,false,"Benchmark Run","1.53","88","00:09:03.1","122","141","1.1","170","189","5:54","4:54","7","10","1.00","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","28.0","0:00","No","00:03.15","4","29.0","00:09:03","00:09:04.8","48","55"
Running,2021-06-22 00:54:32,false,"Running","5.53","397","00:32:02","146","167","3.1","163","178","5:48","4:00","41","39","1.06","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","25.0","0:00","No","03:01.16","6","30.0","00:31:59","00:32:02","36","70"
Running,2021-06-18 07:34:44,false,"Running","15.02","1,156","01:31:18","153","165","4.2","162","178","6:05","5:11","30","34","1.02","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","25.0","0:00","No","00:03.70","16","31.0","01:31:15","01:31:18","-1","11"
Running,2021-06-16 22:35:50,false,"Tempo Intervals","12.90","912","01:18:03","144","160","3.4","171","208","6:03","5:01","66","62","0.96","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","25.0","0:00","No","00:01.56","18","29.0","01:17:57","01:18:03","41","65"
Running,2021-06-14 23:33:44,false,"Running","6.01","426","00:35:10","142","156","3.1","168","180","5:51","4:17","38","39","1.02","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","25.0","0:00","No","00:02.15","7","29.0","00:35:07","00:35:10","30","64"
Running,2021-06-12 22:14:00,false,"Running","18.01","1,226","01:53:17","141","160","3.0","160","182","6:18","3:21","115","114","0.99","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","25.0","0:00","No","00:02.45","19","30.0","01:53:13","01:53:17","31","66"
Running,2021-06-10 00:40:03,false,"Fartlek Run","8.06","563","00:50:02","142","161","3.0","162","188","6:12","4:54","41","41","0.99","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","25.0","0:00","No","00:01.64","31","31.0","00:49:55","00:50:02","49","66"
Running,2021-06-06 23:15:28,false,"Running","12.01","888","01:13:09","150","167","3.6","157","166","6:05","4:55","84","81","1.04","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","24.0","0:00","No","00:02.62","13","31.0","01:13:04","01:13:09","30","65"
Running,2021-06-04 07:32:01,false,"Running","18.01","1,366","01:49:34","154","177","4.3","166","180","6:05","4:28","37","40","0.99","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","25.0","0:00","No","00:02.85","19","29.0","01:49:30","01:49:34","-5","5"
Running,2021-06-02 23:27:32,false,"Tempo Intervals","9.16","685","00:55:24","151","169","3.6","168","204","6:03","5:12","49","49","0.99","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","23.0","0:00","No","00:02.40","13","30.0","00:55:19","00:55:24","41","66"
Running,2021-05-31 23:52:10,false,"Running","8.01","596","00:47:56","148","167","3.6","171","196","5:59","4:41","51","51","0.98","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","24.0","0:00","No","00:02.37","9","29.0","00:47:53","00:47:56","27","60"
Running,2021-05-28 07:39:56,false,"Running","19.55","1,572","02:03:33","159","178","4.7","158","168","6:19","5:04","55","56","1.00","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","25.0","0:00","No","03:36.16","20","32.0","02:03:25","02:03:33","-0","11"
Running,2021-05-27 00:17:56,false,"Fartlek Run","7.88","599","00:50:02","151","170","3.6","161","192","6:21","4:24","40","43","0.98","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","24.0","0:00","No","00:02.08","30","29.0","00:49:55","00:50:02","42","58"
Running,2021-05-24 23:03:21,false,"Running","15.51","1,106","01:33:12","152","172","3.8","160","170","6:00","4:31","116","111","1.04","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","24.0","0:00","No","02:53.61","16","30.0","01:33:00","01:33:12","31","66"
Running,2021-05-22 22:20:45,false,"Running","18.01","1,328","01:48:57","155","178","4.6","162","184","6:03","4:41","148","142","1.02","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","23.0","0:00","No","00:03.42","19","29.0","01:48:50","01:48:57","39","67"
